,time,cpu_instance,cpu_value,memory_instance,memory_value
0,1596478200,10.11.0.238:9091,0.13366666666667393,10.11.0.238:9091,0.2902903586712148
1,1596478800,10.11.0.238:9091,0.1317333333332984,10.11.0.238:9091,0.2889883721930503
2,1596479400,10.11.0.238:9091,0.1291999999999613,10.11.0.238:9091,0.28868071273765805
3,1596480000,10.11.0.238:9091,0.13220000000003285,10.11.0.238:9091,0.2897312078517932
4,1596480600,10.11.0.238:9091,0.13366666666663754,10.11.0.238:9091,0.29091377388345674
5,1596481200,10.11.0.238:9091,0.1350666666666651,10.11.0.238:9091,0.2887348567536564
6,1596481800,10.11.0.238:9091,0.13266666666656418,10.11.0.238:9091,0.28885832535088607
7,1596482400,10.11.0.238:9091,0.13220000000003895,10.11.0.238:9091,0.2891007083757756
8,1596483000,10.11.0.238:9091,0.13126666666669431,10.11.0.238:9091,0.2904042129104635
9,1596483600,10.11.0.238:9091,0.12906666666671904,10.11.0.238:9091,0.2883502824344162
10,1596484200,10.11.0.238:9091,0.13240000000006452,10.11.0.238:9091,0.2885223288403921
11,1596484800,10.11.0.238:9091,0.1352000000000832,10.11.0.238:9091,0.288963577269836
12,1596485400,10.11.0.238:9091,0.13286666666664132,10.11.0.238:9091,0.2879318048528219
13,1596486000,10.11.0.238:9091,0.13426666666665973,10.11.0.238:9091,0.2888628795204561
14,1596486600,10.11.0.238:9091,0.13393333333326457,10.11.0.238:9091,0.28842517322289973
15,1596487200,10.11.0.238:9091,0.13046405738563221,10.11.0.238:9091,0.28914118988306414
16,1596487800,10.11.0.238:9091,0.13686666666670133,10.11.0.238:9091,0.2882839939662314
17,1596488400,10.11.0.238:9091,0.1302666666666361,10.11.0.238:9091,0.2885734367433437
18,1596489000,10.11.0.238:9091,0.1436666666666982,10.11.0.238:9091,0.2884322574866752
19,1596489600,10.11.0.238:9091,0.13166666666665153,10.11.0.238:9091,0.2912735532794828
20,1596490200,10.11.0.238:9091,0.13273333333338388,10.11.0.238:9091,0.2875538087785161
21,1596490800,10.11.0.238:9091,0.13853333333314066,10.11.0.238:9091,0.2888780600856893
22,1596491400,10.11.0.238:9091,0.12280000000012174,10.11.0.238:9091,0.28918268342803477
23,1596492000,10.11.0.238:9091,0.1321333333333132,10.11.0.238:9091,0.2902878285770092
24,1596492600,10.11.0.238:9091,0.12919999999998252,10.11.0.238:9091,0.2897226055314943
25,1596493200,10.11.0.238:9091,0.13560000000007072,10.11.0.238:9091,0.28955612533277064
26,1596493800,10.11.0.238:9091,0.1345982053570713,10.11.0.238:9091,0.2895146317878
27,1596494400,10.11.0.238:9091,0.1409333333333143,10.11.0.238:9091,0.2895520771820418
28,1596495000,10.11.0.238:9091,0.1289333333332767,10.11.0.238:9091,0.2880527433558461
29,1596495600,10.11.0.238:9091,0.13066666666665394,10.11.0.238:9091,0.28789891362815
30,1596496200,10.11.0.238:9091,0.15193333333333006,10.11.0.238:9091,0.28960116100962907
31,1596496800,10.11.0.238:9091,0.1367333333332317,10.11.0.238:9091,0.28987896535339597
32,1596497400,10.11.0.238:9091,0.13820000000013655,10.11.0.238:9091,0.2896067272168812
33,1596498000,10.11.0.238:9091,0.14353333333338317,10.11.0.238:9091,0.2904188874568556
34,1596498600,10.11.0.238:9091,0.13353333333326495,10.11.0.238:9091,0.29061825888025117
35,1596499200,10.11.0.238:9091,0.13866666666671032,10.11.0.238:9091,0.2910326883111166
36,1596499800,10.11.0.238:9091,0.13586666666681593,10.11.0.238:9091,0.28938660902100033
37,1596500400,10.11.0.238:9091,0.141136156056367,10.11.0.238:9091,0.289950820028833
38,1596501000,10.11.0.238:9091,0.14893333333325548,10.11.0.238:9091,0.29023368456101095
39,1596501600,10.11.0.238:9091,0.13060000000000402,10.11.0.238:9091,0.2917406086698232
40,1596502200,10.11.0.238:9091,0.1344666666667005,10.11.0.238:9091,0.2899832052346637
41,1596502800,10.11.0.238:9091,0.1389333333333646,10.11.0.238:9091,0.2896993286648035
42,1596503400,10.11.0.238:9091,0.13406756045038262,10.11.0.238:9091,0.29054083799756203
43,1596504000,10.11.0.238:9091,0.13200000000006487,10.11.0.238:9091,0.2910595073096952
44,1596504600,10.11.0.238:9091,0.13113333333336108,10.11.0.238:9091,0.2900120483086067
45,1596505200,10.11.0.238:9091,0.14386666666657222,10.11.0.238:9091,0.2888046873537289
46,1596505800,10.11.0.238:9091,0.13346666666669685,10.11.0.238:9091,0.29009098724781923
47,1596506400,10.11.0.238:9091,0.1385999999999543,10.11.0.238:9091,0.29131352876793015
48,1596507000,10.11.0.238:9091,0.1328666666667353,10.11.0.238:9091,0.2897124851546723
49,1596507600,10.11.0.238:9091,0.13386666666677835,10.11.0.238:9091,0.28991742278531996
50,1596508200,10.11.0.238:9091,0.13053333333343592,10.11.0.238:9091,0.29092288222259666
51,1596508800,10.11.0.238:9091,0.13399999999985995,10.11.0.238:9091,0.29069770383830473
52,1596509400,10.11.0.238:9091,0.13179999999996653,10.11.0.238:9091,0.2889185415929777
53,1596510000,10.11.0.238:9091,0.1286000000000028,10.11.0.238:9091,0.2898217852243511
54,1596510600,10.11.0.238:9091,0.14166666666670608,10.11.0.238:9091,0.29096386974872623
55,1596511200,10.11.0.238:9091,0.13960000000003067,10.11.0.238:9091,0.29143092513906665
56,1596511800,10.11.0.238:9091,0.14073333333342208,10.11.0.238:9091,0.28998371125350486
57,1596512400,10.11.0.238:9091,0.13399821335723952,10.11.0.238:9091,0.28915384035409175
58,1596513000,10.11.0.238:9091,0.14159999999998338,10.11.0.238:9091,0.29045785090762066
59,1596513600,10.11.0.238:9091,0.14233428222862946,10.11.0.238:9091,0.29120777083013905
60,1596514200,10.11.0.238:9091,0.1397324017839762,10.11.0.238:9091,0.2896765578169538
61,1596514800,10.11.0.238:9091,0.1364666666666532,10.11.0.238:9091,0.28948174056312814
62,1596515400,10.11.0.238:9091,0.13953426356166806,10.11.0.238:9091,0.2908388830949732
63,1596516000,10.11.0.238:9091,0.12786666666668073,10.11.0.238:9091,0.29118702405765373
64,1596516600,10.11.0.238:9091,0.13333333333332725,10.11.0.238:9091,0.28923277929330415
65,1596517200,10.11.0.238:9091,0.13273333333326565,10.11.0.238:9091,0.28933195898616093
66,1596517800,10.11.0.238:9091,0.13453333333330192,10.11.0.238:9091,0.2906066204469058
67,1596518400,10.11.0.238:9091,0.13480089867267772,10.11.0.238:9091,0.29130290237226697
68,1596519000,10.11.0.238:9091,0.13713333333340413,10.11.0.238:9091,0.2902782142190282
69,1596519600,10.11.0.238:9091,0.13253333333331285,10.11.0.238:9091,0.29108329019522716
70,1596520200,10.11.0.238:9091,0.14466666666662603,10.11.0.238:9091,0.2903991527220524
71,1596520800,10.11.0.238:9091,0.13886666666675107,10.11.0.238:9091,0.29154832151020316
72,1596521400,10.11.0.238:9091,0.14533333333338608,10.11.0.238:9091,0.29067088483972614
73,1596522000,10.11.0.238:9091,0.13313333333325317,10.11.0.238:9091,0.29048720000040484
74,1596522600,10.11.0.238:9091,0.13739999999998873,10.11.0.238:9091,0.29082876271815106
75,1596523200,10.11.0.238:9091,0.13926666666668702,10.11.0.238:9091,0.2911232656836744
76,1596523800,10.11.0.238:9091,0.13965828716928674,10.11.0.238:9091,0.2896679554966549
77,1596524400,10.11.0.238:9091,0.13193333333332097,10.11.0.238:9091,0.2894068497746445
78,1596525000,10.11.0.238:9091,0.13326666666663792,10.11.0.238:9091,0.2911536268141408
79,1596525600,10.11.0.238:9091,0.1414666666666926,10.11.0.238:9091,0.2914046121593291
80,1596526200,10.11.0.238:9091,0.13966666666651387,10.11.0.238:9091,0.28895295087417283
81,1596526800,10.11.0.238:9091,0.1481333333332259,10.11.0.238:9091,0.29004291545791416
82,1596527400,10.11.0.238:9091,0.1355999999999252,10.11.0.238:9091,0.290948183164652
83,1596528000,10.11.0.238:9091,0.1373379112637203,10.11.0.238:9091,0.2923569396182898
84,1596528600,10.11.0.238:9091,0.13554236949142934,10.11.0.238:9091,0.2898668209012094
85,1596529200,10.11.0.238:9091,0.14033333333326178,10.11.0.238:9091,0.2898890857302181
86,1596529800,10.11.0.238:9091,0.12900000000017525,10.11.0.238:9091,0.2910104234821079
87,1596530400,10.11.0.238:9091,0.13559999999997369,10.11.0.238:9091,0.2913686848216106
88,1596531000,10.11.0.238:9091,0.1396666666667079,10.11.0.238:9091,0.28925858625420053
89,1596531600,10.11.0.238:9091,0.12599999999996725,10.11.0.238:9091,0.2896052091603579
90,1596532200,10.11.0.238:9091,0.13660000000005312,10.11.0.238:9091,0.29111820549526346
91,1596532800,10.11.0.238:9091,0.1279333333333913,10.11.0.238:9091,0.29065216214260525
92,1596533400,10.11.0.238:9091,0.13113333333333382,10.11.0.238:9091,0.2895475230124719
93,1596534000,10.11.0.238:9091,0.13400000000007822,10.11.0.238:9091,0.2903910564205948
94,1596534600,10.11.0.238:9091,0.13453333333332917,10.11.0.238:9091,0.29089150905444816
95,1596535200,10.11.0.238:9091,0.1302666666667907,10.11.0.238:9091,0.2894948970529969
96,1596535800,10.11.0.238:9091,0.15186666666665585,10.11.0.238:9091,0.2881301642385352
97,1596536400,10.11.0.238:9091,0.1446666666666715,10.11.0.238:9091,0.28990123018240466
