,time,cpu_instance,cpu_value,memory_instance,memory_value
0,1596499200,10.11.1.80:9091,0.5653333333334287,10.11.1.80:9091,0.3596914832947331
1,1596499800,10.11.1.80:9091,0.5715638167372158,10.11.1.80:9091,0.35979897346883727
2,1596500400,10.11.1.80:9091,0.5437999999998512,10.11.1.80:9091,0.36039240880503776
3,1596501000,10.11.1.80:9091,0.5349297671350739,10.11.1.80:9091,0.3597949923512779
4,1596501600,10.11.1.80:9091,0.5696628689141454,10.11.1.80:9091,0.359930350348298
5,1596502200,10.11.1.80:9091,0.5034666666665877,10.11.1.80:9091,0.3598738682429238
6,1596502800,10.11.1.80:9091,0.5798666666670459,10.11.1.80:9091,0.3601816583942361
7,1596503400,10.11.1.80:9091,0.5745333333330792,10.11.1.80:9091,0.36039738520198694
8,1596504000,10.11.1.80:9091,0.5750000000000303,10.11.1.80:9091,0.359801461667312
9,1596504600,10.11.1.80:9091,0.5699734012413527,10.11.1.80:9091,0.35948769983966045
10,1596505200,10.11.1.80:9091,0.5705333333333544,10.11.1.80:9091,0.36023988223854264
11,1596505800,10.11.1.80:9091,0.561866666666941,10.11.1.80:9091,0.3620164559494319
12,1596506400,10.11.1.80:9091,0.537000000000065,10.11.1.80:9091,0.35990621482309404
13,1596507000,10.11.1.80:9091,0.5328666666667552,10.11.1.80:9091,0.3600983037453359
14,1596507600,10.11.1.80:9091,0.549999999999979,10.11.1.80:9091,0.360499401339447
15,1596508200,10.11.1.80:9091,0.5512666666663034,10.11.1.80:9091,0.35982534837266844
16,1596508800,10.11.1.80:9091,0.5268000000001335,10.11.1.80:9091,0.3614205324147568
17,1596509400,10.11.1.80:9091,0.531529789801509,10.11.1.80:9091,0.3600448074781313
18,1596510000,10.11.1.80:9091,0.5418252851800841,10.11.1.80:9091,0.3615021453247248
19,1596510600,10.11.1.80:9091,0.579337195581341,10.11.1.80:9091,0.3596255460351553
20,1596511200,10.11.1.80:9091,0.6044282066497824,10.11.1.80:9091,0.35742274392556106
21,1596511800,10.11.1.80:9091,0.5822000000001586,10.11.1.80:9091,0.357811400527299
22,1596512400,10.11.1.80:9091,0.5346702311350415,10.11.1.80:9091,0.3572020407208609
23,1596513000,10.11.1.80:9091,0.580799999999728,10.11.1.80:9091,0.3576315037775829
24,1596513600,10.11.1.80:9091,0.7160714404764479,10.11.1.80:9091,0.35757502167220867
25,1596514200,10.11.1.80:9091,0.5866627555815235,10.11.1.80:9091,0.3576143352081079
26,1596514800,10.11.1.80:9091,0.5618666666661921,10.11.1.80:9091,0.3593615481769965
27,1596515400,10.11.1.80:9091,0.519466666667034,10.11.1.80:9091,0.35725752754684537
28,1596516000,10.11.1.80:9091,0.4949333333334138,10.11.1.80:9091,0.35718362805214865
29,1596516600,10.11.1.80:9091,0.5661446562267269,10.11.1.80:9091,0.35783877071051995
30,1596517200,10.11.1.80:9091,0.5542629715798917,10.11.1.80:9091,0.35743593137747665
31,1596517800,10.11.1.80:9091,0.5515480412813512,10.11.1.80:9091,0.35766932439439736
32,1596518400,10.11.1.80:9091,0.5625333333334598,10.11.1.80:9091,0.3580525069594911
33,1596519000,10.11.1.80:9091,0.576199999999758,10.11.1.80:9091,0.35783901953036745
34,1596519600,10.11.1.80:9091,0.5385512850427694,10.11.1.80:9091,0.35777183817155234
35,1596520200,10.11.1.80:9091,0.5638629075805158,10.11.1.80:9091,0.3578952528158942
36,1596520800,10.11.1.80:9091,0.5565333333331076,10.11.1.80:9091,0.35710848445821464
37,1596521400,10.11.1.80:9091,0.5643887122256789,10.11.1.80:9091,0.3569965155268561
38,1596522000,10.11.1.80:9091,0.5284666666665877,10.11.1.80:9091,0.35802215093810064
39,1596522600,10.11.1.80:9091,0.5623483292888594,10.11.1.80:9091,0.3576601180600413
40,1596523200,10.11.1.80:9091,0.5219333333331634,10.11.1.80:9091,0.3571318735238762
41,1596523800,10.11.1.80:9091,0.57866280891496,10.11.1.80:9091,0.3578892811395551
42,1596524400,10.11.1.80:9091,0.5547185408389569,10.11.1.80:9091,0.35744240069351063
43,1596525000,10.11.1.80:9091,0.6017253103291575,10.11.1.80:9091,0.3570816119146887
44,1596525600,10.11.1.80:9091,0.5592666666664582,10.11.1.80:9091,0.35766832911500757
45,1596526200,10.11.1.80:9091,0.5608629275806533,10.11.1.80:9091,0.3574782307515454
46,1596526800,10.11.1.80:9091,0.5750000000001317,10.11.1.80:9091,0.357310526174355
47,1596527400,10.11.1.80:9091,0.5740666666668647,10.11.1.80:9091,0.3578054288509599
48,1596528000,10.11.1.80:9091,0.5796193206439038,10.11.1.80:9091,0.3579007268525384
49,1596528600,10.11.1.80:9091,0.5668628875803431,10.11.1.80:9091,0.3576165745867351
50,1596529200,10.11.1.80:9091,0.5612666666665065,10.11.1.80:9091,0.3577922413990443
51,1596529800,10.11.1.80:9091,0.5630629129140159,10.11.1.80:9091,0.3579644247334891
52,1596530400,10.11.1.80:9091,0.569152305076899,10.11.1.80:9091,0.3578673849929783
53,1596531000,10.11.1.80:9091,0.5795333333333444,10.11.1.80:9091,0.35768052128753325
54,1596531600,10.11.1.80:9091,0.5695371302473932,10.11.1.80:9091,0.35758572092564966
55,1596532200,10.11.1.80:9091,0.5513999999999064,10.11.1.80:9091,0.35744663063091753
56,1596532800,10.11.1.80:9091,0.5577999999999019,10.11.1.80:9091,0.3574633015606976
57,1596533400,10.11.1.80:9091,0.5062000000001534,10.11.1.80:9091,0.3586382288804202
58,1596534000,10.11.1.80:9091,0.5181333333332092,10.11.1.80:9091,0.35934462842736903
59,1596534600,10.11.1.80:9091,0.5090666666670359,10.11.1.80:9091,0.35914955366695767
60,1596535200,10.11.1.80:9091,0.5164666666666425,10.11.1.80:9091,0.35971860465810657
61,1596535800,10.11.1.80:9091,0.5108666666668265,10.11.1.80:9091,0.3588599273645101
62,1596536400,10.11.1.80:9091,0.5411333333336054,10.11.1.80:9091,0.35812814819312
