,time,cpu_instance,cpu_value,memory_instance,memory_value
0,1596499200,10.11.0.107:9091,0.08600000000004993,10.11.0.107:9091,0.3151670698797546
1,1596499800,10.11.0.107:9091,0.08473333333333134,10.11.0.107:9091,0.3148255068163337
2,1596500400,10.11.0.107:9091,0.08373333333334661,10.11.0.107:9091,0.31536644150492177
3,1596501000,10.11.0.107:9091,0.08406666666656595,10.11.0.107:9091,0.3157115467038152
4,1596501600,10.11.0.107:9091,0.0844666666667922,10.11.0.107:9091,0.31542058557571595
5,1596502200,10.11.0.107:9091,0.08520000000000738,10.11.0.107:9091,0.3159271109482853
6,1596502800,10.11.0.107:9091,0.0817333333332651,10.11.0.107:9091,0.3158846053226152
7,1596503400,10.11.0.107:9091,0.08512879313096848,10.11.0.107:9091,0.3157889676648573
8,1596504000,10.11.0.107:9091,0.08066666666671152,10.11.0.107:9091,0.31537251373716035
9,1596504600,10.11.0.107:9091,0.08552934196396086,10.11.0.107:9091,0.3151701059958739
10,1596505200,10.11.0.107:9091,0.08679999999992105,10.11.0.107:9091,0.31501779417055586
11,1596505800,10.11.0.107:9091,0.08746666666665158,10.11.0.107:9091,0.31550762090446915
12,1596506400,10.11.0.107:9091,0.08473333333328441,10.11.0.107:9091,0.3160030138512677
13,1596507000,10.11.0.107:9091,0.0868678249042448,10.11.0.107:9091,0.3158800511484362
14,1596507600,10.11.0.107:9091,0.08899999999990844,10.11.0.107:9091,0.31550913896252875
15,1596508200,10.11.0.107:9091,0.08206666666665721,10.11.0.107:9091,0.3160050379286806
16,1596508800,10.11.0.107:9091,0.08326666666674404,10.11.0.107:9091,0.31551419915606094
17,1596509400,10.11.0.107:9091,0.08473333333323509,10.11.0.107:9091,0.3148270248743933
18,1596510000,10.11.0.107:9091,0.08573333333327203,10.11.0.107:9091,0.31507143222199674
19,1596510600,10.11.0.107:9091,0.08313333333333427,10.11.0.107:9091,0.3154509467369089
20,1596511200,10.11.0.107:9091,0.08480000000000244,10.11.0.107:9091,0.31528952656323295
21,1596511800,10.11.0.107:9091,0.08726666666663505,10.11.0.107:9091,0.3160030138512677
22,1596512400,10.11.0.107:9091,0.08673333333325597,10.11.0.107:9091,0.3157130647618749
23,1596513000,10.11.0.107:9091,0.08326611155937914,10.11.0.107:9091,0.31576417271654966
24,1596513600,10.11.0.107:9091,0.0844700454683783,10.11.0.107:9091,0.3155212834270059
25,1596514200,10.11.0.107:9091,0.08486666666663197,10.11.0.107:9091,0.3157085105876959
26,1596514800,10.11.0.107:9091,0.08786666666674514,10.11.0.107:9091,0.31568067952326906
27,1596515400,10.11.0.107:9091,0.08220164403294616,10.11.0.107:9091,0.31484524157110916
28,1596516000,10.11.0.107:9091,0.08600000000008776,10.11.0.107:9091,0.3151832624990576
29,1596516600,10.11.0.107:9091,0.0870666666666428,10.11.0.107:9091,0.3153922484919358
30,1596517200,10.11.0.107:9091,0.08806666666664115,10.11.0.107:9091,0.31593571327729
31,1596517800,10.11.0.107:9091,0.08446666666667321,10.11.0.107:9091,0.3157591125230176
32,1596518400,10.11.0.107:9091,0.08073333333331756,10.11.0.107:9091,0.31572419718764566
33,1596519000,10.11.0.107:9091,0.08560000000010115,10.11.0.107:9091,0.3158269191163485
34,1596519600,10.11.0.107:9091,0.08486666666666981,10.11.0.107:9091,0.3159260989095789
35,1596520200,10.11.0.107:9091,0.09466666666659121,10.11.0.107:9091,0.31572520922635205
36,1596520800,10.11.0.107:9091,0.08566666666666,10.11.0.107:9091,0.3150850947445336
37,1596521400,10.11.0.107:9091,0.08626666666680875,10.11.0.107:9091,0.31506384193169856
38,1596522000,10.11.0.107:9091,0.08279999999998157,10.11.0.107:9091,0.31506181785428566
