date,cpu-hour
2020-06-29,0.09106666666666892
2020-06-29,0.08699999999998662
2020-06-29,0.09419999999999068
2020-06-29,0.09746666666666044
2020-06-29,0.08633333333334027
2020-06-29,0.09179999999996956
2020-06-29,0.09153333333334124
2020-06-29,0.12453333333334228
2020-06-29,0.12660000000002772
2020-06-29,0.11533333333333852
2020-06-29,0.10253333333330279
2020-06-29,0.09373333333331799
2020-06-29,0.08680000000000936
2020-06-29,0.11220000000000765
2020-06-29,0.093400000000006
2020-06-29,0.10193333333331983
2020-06-29,0.09253333333334979
2020-06-29,0.09493333333336278
2020-06-29,0.09400000000000149
2020-06-29,0.09479999999998048
2020-06-30,0.09520000000000019
2020-06-30,0.08726666666668487
2020-06-30,0.08986666666669425
2020-06-30,0.08913333333333129
2020-06-30,0.09473333333332162
2020-06-30,0.09273333333332366
2020-06-30,0.09506666666664085
2020-06-30,0.09313333333331418
2020-06-30,0.09046666666665448
2020-06-30,0.09146666666670834
2020-06-30,0.08653333333331564
2020-06-30,0.10439999999999808
2020-06-30,0.08506666666667304
2020-06-30,0.08913392755952299
2020-06-30,0.08480000000002633
2020-06-30,0.09160000000000158
2020-06-30,0.09773398489327106
2020-06-30,0.09799999999998553
2020-06-30,0.10126734178227494
2020-06-30,0.09153333333331563
2020-06-30,0.08659999999998547
2020-06-30,0.09646666666666116
2020-06-30,0.09133333333336699
2020-06-30,0.09193333333334427
2020-07-01,0.10206666666665436
2020-07-01,0.10380000000000583
2020-07-01,0.09953333333332048
2020-07-01,0.09180000000000138
2020-07-01,0.09553333333333171
2020-07-01,0.09373333333332692
2020-07-01,0.09780000000003725
2020-07-01,0.09019999999999584
2020-07-01,0.09226666666666365
2020-07-01,0.09886666666669253
2020-07-01,0.0859333333333088
2020-07-01,0.09953266978218235
2020-07-01,0.10346735644903075
2020-07-01,0.10439999999999958
2020-07-01,0.09873333333330322
2020-07-01,0.10153333333336585
2020-07-01,0.09553333333330007
2020-07-01,0.1110000000000224
2020-07-01,0.10353471379617221
2020-07-01,0.0955999999999767
2020-07-01,0.08706666666669247
2020-07-01,0.09306666666668244
2020-07-01,0.09413333333336349
2020-07-01,0.08926666666667699
2020-07-02,0.08753333333337251
2020-07-02,0.09293333333332915
2020-07-02,0.09099999999997786
2020-07-02,0.09806666666667829
2020-07-02,0.08860000000001851
2020-07-02,0.089000000000024
2020-07-02,0.08800000000000693
2020-07-02,0.08926666666669367
2020-07-02,0.08899999999998157
2020-07-02,0.08660000000003833
2020-07-02,0.09733333333334276
2020-07-02,0.10959999999997061
2020-07-02,0.09280000000002227
2020-07-02,0.10846666666665347
2020-07-02,0.12813333333331875
2020-07-02,0.10746738311589316
2020-07-02,0.11720000000001807
2020-07-02,0.10120067467115126
2020-07-02,0.10339999999997303
2020-07-02,0.1047333333333203
2020-07-02,0.0945999999999585
2020-07-02,0.09239999999998286
2020-07-02,0.09666666666666116
2020-07-02,0.0951333333333459
2020-07-03,0.09533333333330613
2020-07-03,0.09766666666667825
2020-07-03,0.09646666666668258
2020-07-03,0.09173333333332756
2020-07-03,0.09760000000003609
2020-07-03,0.09506666666667626
2020-07-03,0.09820000000001736
2020-07-03,0.09866666666669421
2020-07-03,0.09800000000001755
2020-07-03,0.09793333333332346
2020-07-03,0.11659999999997467
2020-07-03,0.0915333333333507
2020-07-03,0.22966666666664973
2020-07-03,0.10646666666663974
2020-07-03,0.11079999999997255
2020-07-03,0.10619999999999037
2020-07-03,0.0987339915599773
2020-07-03,0.10666666666669261
2020-07-03,0.10213333333333462
2020-07-03,0.10846666666666087
2020-07-03,0.10540000000000929
2020-07-03,0.09859999999997304
2020-07-03,0.09793333333332668
2020-07-03,0.09226666666664547
2020-07-04,0.09566666666667421
2020-07-04,0.09886666666668152
2020-07-04,0.10440000000001001
2020-07-04,0.09586666666665279
2020-07-04,0.09240000000000728
2020-07-04,0.09640000000003265
2020-07-04,0.09279999999997814
2020-07-04,0.09886666666665765
2020-07-04,0.10046666666664236
2020-07-04,0.09046666666669238
2020-07-04,0.09413333333335136
2020-07-04,0.09879999999997588
2020-07-04,0.10673333333331413
2020-07-04,0.10113333333332529
2020-07-04,0.10173129870737466
2020-07-04,0.11733333333333631
2020-07-04,0.08919999999996037
2020-07-04,0.09586666666666149
2020-07-04,0.09753333333334238
2020-07-04,0.10340000000005319
2020-07-04,0.08906666666663585
2020-07-04,0.08746666666671007
2020-07-04,0.08999999999999014
2020-07-04,0.0916666666666932
2020-07-05,0.10600000000000231
2020-07-05,0.10066666666668443
2020-07-05,0.09480000000001099
2020-07-05,0.08806666666669817
2020-07-05,0.08880000000001113
2020-07-05,0.08979999999996323
2020-07-05,0.09639999999998225
2020-07-05,0.08913333333324487
2020-07-05,0.08733391555946526
2020-07-05,0.09340000000003044
2020-07-05,0.0981333333332835
2020-07-05,0.09866666666666407
2020-07-05,0.10046666666665714
2020-07-05,0.09593333333334765
2020-07-05,0.09780000000003004
2020-07-05,0.10080000000004494
2020-07-05,0.10199999999999457
2020-07-05,0.10760000000003572
2020-07-05,0.09133333333332908
2020-07-05,0.09519999999999318
2020-07-05,0.09326666666663261
2020-07-05,0.09613333333337265
2020-07-05,0.0966666666666591
2020-07-05,0.09106666666667783
2020-07-06,0.10159999999996291
2020-07-06,0.08900000000005415
2020-07-06,0.08519999999994829
2020-07-06,0.09266666666662957
2020-07-06,0.09833333333334944
2020-07-06,0.10073333333329022
2020-07-06,0.0977999999999931
2020-07-06,0.08646666666666553
2020-07-06,0.08900000000001984
2020-07-06,0.09046666666667913
2020-07-06,0.09380000000002686
2020-07-06,0.1057333333333374
2020-07-06,0.1000673337822297
2020-07-06,0.11639999999999362
2020-07-06,0.09559999999996857
2020-07-06,0.10533333333339215
2020-07-06,0.2728666666666692
2020-07-06,0.10113333333331052
2020-07-06,0.10533333333329134
2020-07-06,0.10539999999997918
2020-07-06,0.10226666666666005
2020-07-06,0.11080000000004267
2020-07-06,0.10559999999996988
2020-07-06,0.0959999999999538
2020-07-07,0.10433333333335838
2020-07-07,0.10173333333332873
2020-07-07,0.09506666666667438
2020-07-07,0.1059333333333084
2020-07-07,0.10153333333340772
2020-07-07,0.1036666666665953
2020-07-07,0.09833333333332595
2020-07-07,0.10560000000005251
2020-07-07,0.09826666666671695
2020-07-07,0.1036694311848419
2020-07-07,0.11506666666674409
2020-07-07,0.5803333333332505
2020-07-07,0.17206666666661588
2020-07-07,0.14586666666668063
2020-07-07,0.13860000000003025
2020-07-07,0.1514000000000241
2020-07-07,0.1432666666667033
2020-07-07,0.1390000000000049
2020-07-07,0.14626666666669602
2020-07-07,0.13579999999999642
2020-07-07,0.11020000000000457
2020-07-07,0.10420000000004716
2020-07-07,0.1170666666666519
2020-07-07,0.11253408356056538
2020-07-08,0.10013333333330364
2020-07-08,0.10046666666667914
2020-07-08,0.101666666666682
2020-07-08,0.10419999999997209
2020-07-08,0.10126599156002251
2020-07-08,0.09486666666665484
2020-07-08,0.10373333333339077
2020-07-08,0.09720000000003894
2020-07-08,0.10433333333334323
2020-07-08,0.10726666666666763
2020-07-08,0.12306748711656985
2020-07-08,0.13266666666661517
