date,time,cpu,memory
2020-07-04,14:00:00,0.0916666666666932,0.47845780318272535
2020-07-04,15:00:00,0.10600000000000231,0.4782589334510021
2020-07-04,16:00:00,0.10066666666668443,0.4782594394808538
2020-07-04,17:00:00,0.09480000000001099,0.4786566729144486
2020-07-04,18:00:00,0.08806666666669817,0.4793671388262536
2020-07-04,19:00:00,0.08880000000001113,0.47921026957222257
2020-07-04,20:00:00,0.08979999999996323,0.4796155994834447
2020-07-04,21:00:00,0.09639999999998225,0.47975526372251753
2020-07-04,22:00:00,0.08913333333324487,0.4794516458114897
2020-07-04,23:00:00,0.08733391555946526,0.4794182478412766
2020-07-05,00:00:00,0.09340000000003044,0.47946885082644797
2020-07-05,01:00:00,0.0981333333332835,0.4794192599009801
2020-07-05,02:00:00,0.09866666666666407,0.48001789321555655
2020-07-05,03:00:00,0.10046666666665714,0.4795665145878286
2020-07-05,04:00:00,0.09593333333334765,0.4797471672448901
2020-07-05,05:00:00,0.09780000000003004,0.47999613393193297
2020-07-05,06:00:00,0.10080000000004494,0.4795558879609426
2020-07-05,07:00:00,0.10199999999999457,0.4795624663490149
2020-07-05,08:00:00,0.10760000000003572,0.47948150157274083
2020-07-05,09:00:00,0.09133333333332908,0.4794415252144555
2020-07-05,10:00:00,0.09519999999999318,0.479371693094919
2020-07-05,11:00:00,0.09326666666663261,0.48075467267965066
2020-07-05,12:00:00,0.09613333333337265,0.48049204318661165
2020-07-05,13:00:00,0.0966666666666591,0.4808518304111796
2020-07-05,14:00:00,0.09106666666667783,0.4805062120224596
2020-07-05,15:00:00,0.10159999999996291,0.4806595390675287
2020-07-05,16:00:00,0.08900000000005415,0.48069850336611053
2020-07-05,17:00:00,0.08519999999994829,0.4819190473684424
2020-07-05,18:00:00,0.09266666666662957,0.48183150420409604
2020-07-05,19:00:00,0.09833333333334944,0.4817434550098979
2020-07-05,20:00:00,0.10073333333329022,0.4815218139348476
2020-07-05,21:00:00,0.0977999999999931,0.4816432610992588
2020-07-05,22:00:00,0.08646666666666553,0.48152029584529255
2020-07-05,23:00:00,0.08900000000001984,0.481616441517118
2020-07-06,00:00:00,0.09046666666667913,0.4816017666514183
2020-07-06,01:00:00,0.09380000000002686,0.4815531877856538
2020-07-06,02:00:00,0.1057333333333374,0.48186844438327103
2020-07-06,03:00:00,0.1000673337822297,0.4820394824731501
2020-07-06,04:00:00,0.11639999999999362,0.4823289315483299
2020-07-06,05:00:00,0.09559999999996857,0.48254146408604937
2020-07-06,06:00:00,0.10533333333339215,0.4825505726233802
2020-07-06,07:00:00,0.2728666666666692,0.49243890195570417
2020-07-06,08:00:00,0.10113333333331052,0.4848388396128265
2020-07-06,09:00:00,0.10533333333329134,0.4977957339659381
2020-07-06,10:00:00,0.10539999999997918,0.501488233793888
2020-07-06,11:00:00,0.10226666666666005,0.48102894085927916
2020-07-06,12:00:00,0.11080000000004267,0.48091457811279203
2020-07-06,13:00:00,0.10559999999996988,0.4806635873063424
2020-07-06,14:00:00,0.0959999999999538,0.48066561142574926
2020-07-06,15:00:00,0.10433333333335838,0.4809211565008643
2020-07-06,16:00:00,0.10173333333332873,0.4809206504710126
2020-07-06,17:00:00,0.09506666666667438,0.4809368434262674
2020-07-06,18:00:00,0.1059333333333084,0.480990482590549
2020-07-06,19:00:00,0.10153333333340772,0.48106183279964054
2020-07-06,20:00:00,0.1036666666665953,0.4810269167398723
2020-07-06,21:00:00,0.09833333333332595,0.48123944927759177
2020-07-06,22:00:00,0.10560000000005251,0.48889315078475104
2020-07-06,23:00:00,0.09826666666671695,0.48128853417320794
2020-07-07,00:00:00,0.1036694311848419,0.4811999789491581
2020-07-07,01:00:00,0.11506666666674409,0.4809464579934499
2020-07-07,02:00:00,0.5803333333332505,0.4956663603499297
2020-07-07,03:00:00,0.17206666666661588,0.52545785580983
2020-07-07,04:00:00,0.14586666666668063,0.5267588585585841
2020-07-07,05:00:00,0.13860000000003025,0.5354109569631731
2020-07-07,06:00:00,0.1514000000000241,0.5523644750851142
2020-07-07,07:00:00,0.1432666666667033,0.5533142931167796
2020-07-07,08:00:00,0.1390000000000049,0.5606456536083977
2020-07-07,09:00:00,0.14626666666669602,0.5721279769736176
2020-07-07,10:00:00,0.13579999999999642,0.5066801000724634
2020-07-07,11:00:00,0.11020000000000457,0.4833399791920525
2020-07-07,12:00:00,0.10420000000004716,0.48346851077438757
2020-07-07,13:00:00,0.1170666666666519,0.4834239801474368
2020-07-07,14:00:00,0.11253408356056538,0.4834128474906991
2020-07-07,15:00:00,0.10013333333330364,0.483494318296825
2020-07-07,16:00:00,0.10046666666667914,0.4834502936997259
2020-07-07,17:00:00,0.101666666666682,0.4833500997890867
2020-07-07,18:00:00,0.10419999999997209,0.48335971435626934
2020-07-07,19:00:00,0.10126599156002251,0.4830783617587169
2020-07-07,20:00:00,0.09486666666665484,0.483083422057234
2020-07-07,21:00:00,0.10373333333339077,0.48322814659482394
2020-07-07,22:00:00,0.09720000000003894,0.4833556661174556
2020-07-07,23:00:00,0.10433333333334323,0.4842725922087596
2020-07-08,00:00:00,0.10726666666666763,0.48446032928374516
2020-07-08,01:00:00,0.12306748711656985,0.5196046085150655
2020-07-08,02:00:00,0.13266666666661517,0.5538076722221997
2020-07-08,03:00:00,0.1454666666666901,0.64203296480866
2020-07-08,04:00:00,0.3807333333333993,0.5296685302059339
2020-07-08,05:00:00,0.2765999999999712,0.5110127276628302
2020-07-08,06:00:00,0.12819999999993892,0.9497881759040729
2020-07-08,07:00:00,0.13013333333339536,0.9566752421858871
2020-07-08,08:00:00,0.15039999999996742,0.9759909076556245
2020-07-08,09:00:00,0.11706666666673471,0.9769538824634343
2020-07-08,10:00:00,0.12226666666659866,0.977446249509151
2020-07-08,11:00:00,0.11266666666664168,0.9780160391221799
2020-07-08,12:00:00,0.10819999999996394,0.45191603143052617
2020-07-08,13:00:00,0.09546666666670336,0.4520045866545759
2020-07-08,14:00:00,0.09673333333331072,0.45206885244574346
2020-07-08,15:00:00,0.11199999999994911,0.4520936479084774
2020-07-08,16:00:00,0.10386597422674401,0.45212147955032167
2020-07-08,17:00:00,0.10413333333334038,0.4522191433117022
2020-07-08,18:00:00,0.0991333333333669,0.45262902749158973
2020-07-08,19:00:00,0.09946666666665975,0.45215993781905184
2020-07-08,20:00:00,0.1006000000000222,0.45246406175993137
2020-07-08,21:00:00,0.1060666666666333,0.452277842774501
2020-07-08,22:00:00,0.10040000000006935,0.4524296517300148
2020-07-08,23:00:00,0.09600000000008625,0.4526892450439436
2020-07-09,00:00:00,0.10086666666673713,0.4536491836726432
2020-07-09,01:00:00,0.1103333333333444,0.46271420243623007
2020-07-09,02:00:00,0.12773333333335452,0.4563933835584829
2020-07-09,03:00:00,0.10293333333327022,0.4648258650074285
2020-07-09,04:00:00,0.134866666666695,0.4647378158132305
2020-07-09,05:00:00,0.1262666666666096,0.4761675120738723
2020-07-09,06:00:00,0.1308666666666236,0.5129280506515641
2020-07-09,07:00:00,0.12533333333331653,0.5064857846094057
2020-07-09,08:00:00,0.1753999999999837,0.5270144036336992
2020-07-09,09:00:00,0.13253333333325845,0.5307873622080714
2020-07-09,10:00:00,0.12733333333338065,0.5312655604179402
2020-07-09,11:00:00,0.10246666666667448,0.4638082389756336
2020-07-09,12:00:00,0.10606666666667743,0.4636574420798232
2020-07-09,13:00:00,0.10859999999998156,0.4637920460203788
2020-07-09,14:00:00,0.10986666666666223,0.4636832496022605
2020-07-09,15:00:00,0.10966666666666128,0.4640415187372734
2020-07-09,16:00:00,0.10800000000006434,0.46366857473656087
2020-07-09,17:00:00,0.10586737244914471,0.4642145809465592
2020-07-09,18:00:00,0.10026733511546715,0.4642358342003311
2020-07-09,19:00:00,0.10260068400459216,0.46370197270677393
2020-07-09,20:00:00,0.10459999999995791,0.4637783832143826
2020-07-09,21:00:00,0.11086666666668635,0.4638512515130293
2020-07-09,22:00:00,0.10220000000004802,0.46360582703494846
2020-07-09,23:00:00,0.11126666666665794,0.46379103396067545
2020-07-10,00:00:00,0.11286666666668377,0.46489670918666837
2020-07-10,01:00:00,0.12100000000007033,0.49277237562798304
2020-07-10,02:00:00,0.12773333333329823,0.5081131766125146
2020-07-10,03:00:00,0.310733333333283,0.5363000514126329
2020-07-10,04:00:00,0.12573333333344333,0.5255853753324616
2020-07-10,05:00:00,0.11733333333333842,0.5395204253889345
2020-07-10,06:00:00,0.3383999999999738,0.6081497119678084
2020-07-10,07:00:00,0.1399999999999731,0.5796890750179134
2020-07-10,08:00:00,0.13419999999997267,0.5939975751049507
2020-07-10,09:00:00,0.13839999999992605,0.60239868270309
